cicid,i94yr,i94mon,i94cit,i94res,i94port,arrdate,i94mode,i94addr,depdate,i94bir,i94visa,count,dtadfile,visapost,occup,entdepa,entdepd,entdepu,matflag,biryear,dtaddto,gender,insnum,airline,admnum,fltno,visatype
2489526,2016,4,111,251,LOS,20558,1,CA,20581,32,2,1,20160414,,,G,O,,M,1984,7122016,M,,IB,56163598433,6171,WT
687285,2016,4,213,131,NEW,20548,1,OH,20559,42,1,1,20160404,SGP,,G,O,,M,1974,10032016,M,,LH,92747245330,402,B1
4874583,2016,4,135,135,NYC,20570,1,NE,20580,57,2,1,20160426,,,G,O,,M,1959,7242016,F,,VS,59287258333,111,WT
512308,2016,4,263,263,NYC,20547,1,CT,20557,66,2,1,20160403,BNK,,G,K,,M,1950,10022016,F,,CX,92691812730,846,B2
4024419,2016,4,691,691,NYC,20565,1,NJ,20620,57,2,1,20160421,BGT,,G,O,,M,1959,10202016,F,,AV,94182423630,244,B2
3076465,2016,4,692,692,NYC,20560,1,CT,20715,67,2,1,20160416,QTO,,G,O,,M,1949,10152016,F,,EQ,93681540430,550,B2
3475529,2016,4,689,689,MIA,20562,1,FL,20570,30,2,1,20160418,SPL,,G,O,,M,1986,10172016,F,,JJ,93913331530,8094,B2
1217552,2016,4,251,251,NYC,20551,1,NY,20578,22,2,1,20160407,TLV,,G,O,,M,1994,10062016,F,,SU,92957953030,100,B2
2353538,2016,4,213,213,ATL,20557,1,NJ,20562,18,2,1,20160413,BMB,,G,N,,M,1998,10122016,F,,AI,93395866830,191,B2
3554693,2016,4,464,464,BLA,20563,3,WA,20564,24,2,1,20160419,ACK,,Z,K,,M,1992,10182016,F,,,93964289030,LAND,B2
2023436,2016,4,209,209,HHW,20555,1,HI,20560,55,2,1,20160411,,,G,O,,M,1961,7092016,M,,DL,55984260933,598,WT
5032473,2016,4,129,129,CHI,20571,1,IL,20572,48,2,1,20160427,,,G,O,,M,1968,7252016,M,,IB,59338977633,6275,WT
4912411,2016,4,251,251,SFR,20570,1,CA,20580,12,2,1,20160426,TLV,,G,O,,M,2004,10252016,M,,UA,94571456030,955,B2
5014510,2016,4,107,107,SNA,20571,2,,20582,31,1,1,20160427,WRW,,G,O,,M,1985,10262016,M,,VES,94688059730,92181,B1
2489005,2016,4,111,111,MON,20558,1,IL,20565,27,2,1,20160414,,,G,O,,M,1989,7122016,M,,RS,56147001233,7599,WT
1936298,2016,4,582,582,DLR,20554,1,TX,20557,30,1,1,20160410,NVL,,G,R,,M,1986,10092016,M,,*GA,93231751330,N104B,B1
997142,2016,4,124,124,NEW,20550,1,NY,20554,45,2,1,20160406,,,G,O,,M,1971,7042016,M,,SK,55702659033,907,WT
864073,2016,4,213,213,SFR,20549,1,CA,20553,47,1,1,20160405,BMB,,G,O,,M,1969,10042016,M,,KL,92819621730,605,B1
5644410,2016,4,687,691,LOS,20573,1,KS,20584,31,1,1,20160429,BNS,,G,O,,M,1985,10282016,F,,UA,94883688230,1069,B1
5881744,2016,4,602,602,MIA,20574,1,FL,20578,28,2,1,20160430,PRM,,G,O,,M,1988,10292016,M,,PY,95012517530,421,B2
2615091,2016,4,577,577,MIA,20558,1,FL,20579,56,2,1,20160414,GTM,,G,O,,M,1960,10132016,F,,AV,93508720330,342,B2
3649436,2016,4,746,158,NYC,20563,1,NY,20580,27,2,1,20160419,MOS,,G,O,,M,1989,10182016,F,,SU,93955176430,100,B2
25478,2016,4,131,131,NYC,20545,1,NY,20633,68,2,1,20160401,,,G,K,,M,1948,6292016,F,,LX,55449532533,14,WT
1604063,2016,4,135,135,MIA,20553,1,FL,20554,48,2,1,20160409,,,K,O,,M,1968,7072016,M,,AA,55851183833,1250,WT
5000485,2016,4,687,687,MIA,20570,1,FL,20579,72,2,1,20160426,BNS,,G,O,,M,1944,10252016,M,,AA,94610757130,2422,B2
5034128,2016,4,130,130,NYC,20571,1,NY,20576,32,2,1,20160427,,,G,O,,M,1984,7252016,F,,DY,59364925733,7015,WT
2755321,2016,4,438,438,LOS,20559,1,CA,20568,29,2,1,20160415,,,O,O,,M,1987,7132016,,,UA,56192630133,1653,WT
5136021,2016,4,582,582,MIA,20571,1,FL,20599,44,1,1,20160427,,,T,O,,M,1972,5272016,M,,4O,892104785,2960,B1
3664296,2016,4,117,689,FTL,20564,1,FL,20568,30,2,1,20160420,,,O,O,,M,1986,7182016,,,AD,56454212033,8704,WT
276351,2016,4,209,209,HHW,20546,1,HI,20549,6,2,1,20160402,,,G,O,,M,2010,6302016,F,,HA,55510998733,458,WT
4876422,2016,4,135,135,LOS,20570,1,CA,20573,41,1,1,20160426,,,O,O,,M,1975,7242016,,,BA,59272891433,269,WB
5231114,2016,4,135,135,WAS,20572,1,DC,20579,69,1,1,20160428,,,O,O,,M,1947,7262016,,,BA,59391574033,217,WB
3123550,2016,4,135,135,ORL,20560,1,FL,20571,17,2,1,20160417,,,G,O,,M,1999,7152016,F,,VS,56295294033,73,WT
684429,2016,4,209,209,NYC,20548,1,NY,20552,60,2,1,20160404,,,G,K,,M,1956,7022016,F,,NH,55615690233,104,WT
5488331,2016,4,213,213,NYC,20573,1,NY,20589,35,2,1,20160429,BMB,,G,N,,M,1981,10282016,F,,QR,94874855230,701,B2
237254,2016,4,121,121,NYC,20546,1,NY,20553,31,2,1,20160402,,,G,O,,M,1985,6302016,M,,LH,55521188333,404,WT
5278774,2016,4,245,245,SEA,20572,1,NY,20582,37,2,1,20160428,GUZ,,G,O,,M,1979,10272016,F,,HU,94775204430,495,B2
5515091,2016,4,368,368,CHI,20573,1,IA,20586,48,2,1,20160429,CRO,,G,O,,M,1968,10282016,F,,UA,94850032930,945,B2
5469766,2016,4,162,162,MIA,20573,1,FL,20582,45,2,1,20160429,KEV,,G,O,,M,1971,10282016,F,,TK,94911089230,77,B2
5651108,2016,4,691,691,NYC,20573,1,NY,20667,67,2,1,20160429,BGT,,G,J,,M,1949,10282016,F,,AV,94825656930,206,B2
5454506,2016,4,135,135,CLT,20573,1,CA,20591,34,2,1,20160429,,,G,O,,M,1982,7272016,M,,NZ,59503013233,1,WT
4806300,2016,4,582,582,ORL,20569,1,FL,20578,19,2,1,20160425,MEX,,G,O,,M,1997,10242016,M,,AM,94512058830,434,B2
879820,2016,4,268,268,ATL,20549,1,FL,20561,36,2,1,20160405,,,G,O,,M,1980,7032016,F,,DL,55670660033,296,WT
834035,2016,4,131,131,NEW,20549,1,PA,20553,51,1,1,20160405,,,G,O,,M,1965,7032016,M,,LX,55688170133,18,WB
452796,2016,4,124,135,NYC,20547,1,NY,20550,37,1,1,20160403,,,G,O,,M,1979,7012016,M,,BA,55582021033,183,WB
513953,2016,4,268,268,LOS,20547,1,CA,20627,19,3,1,20160403,TAI,STU,G,O,,M,1997,D/S,M,,BR,92685611430,12,F1
3493719,2016,4,116,116,DUB,20563,1,NY,20570,60,2,1,20160419,,,G,O,,M,1956,7172016,M,,UA,56410564033,22,WT
2209495,2016,4,274,274,CLT,20556,1,LA,20562,45,1,1,20160412,DHK,,U,O,,M,1971,10112016,M,,AA,786849385,731,B1
847150,2016,4,135,135,TAM,20549,1,FL,20573,68,2,1,20160405,,,G,O,,M,1948,7032016,M,,BA,55676589033,2167,WT
2867437,2016,4,691,691,MIA,20559,1,FL,20590,4,2,1,20160415,BGT,,G,O,,M,2012,10142016,M,,AV,93608022930,30,B2
4560971,2016,4,464,438,SFR,20568,1,CA,20572,51,2,1,20160424,,,G,O,,M,1965,7222016,M,,NZ,59195893233,8,WT
86265,2016,4,368,368,KOA,20545,1,FL,20553,30,2,1,20160401,JDD,,G,O,,M,1986,9302016,M,,EK,92461547930,219,B2
3639514,2016,4,689,689,ORL,20563,1,NV,20567,46,2,1,20160419,RDJ,,G,O,,M,1970,10182016,M,,AA,93938303330,964,B2
1147049,2016,4,690,690,MIA,20550,1,FL,20558,57,2,1,20160406,,,G,O,,M,1959,7042016,M,,AV,55702026533,6,WT
5092679,2016,4,438,438,LOS,20571,1,CA,20586,1,2,1,20160427,,,G,O,,M,2015,7252016,M,,UA,59321993633,99,WT
224390,2016,4,111,111,DET,20546,1,LA,20558,14,2,1,20160402,,,G,O,,M,2002,6302016,M,,AF,55513795433,378,WT
4879567,2016,4,135,135,SFR,20570,1,CA,20578,42,1,1,20160426,,,G,O,,M,1974,7242016,M,,TK,59313924133,79,WB
2175688,2016,4,135,135,SFB,20556,1,FL,20570,57,2,1,20160412,,,G,O,,M,1959,7102016,M,,TOM,56038589933,132,WT
2920807,2016,4,207,207,MIA,20560,1,WA,20571,31,1,1,20160416,,,G,O,,M,1985,7142016,M,,NH,56252050333,178,WB
4459037,2016,4,689,689,ORL,20567,1,FL,20580,39,2,1,20160423,BRA,,G,O,,M,1977,10222016,M,,AD,94363913530,8706,B2
5901083,2016,4,746,158,NYC,20574,1,NY,20578,51,2,1,20160430,SPT,,G,O,,M,1965,10292016,M,,SU,94997275130,102,B2
6028314,2016,4,252,209,BOS,20562,1,,20572,66,2,1,20160701,,,A,D,,M,1950,6012016,F,3969,OZ,19215589427,625,GMT
2913751,2016,4,148,112,CLT,20560,1,FL,20567,29,2,1,20160416,,,G,O,,M,1987,7142016,F,,AA,56269684233,731,WT
5899181,2016,4,696,696,OPF,20574,1,FL,20583,39,1,1,20160430,CRS,,G,R,,M,1977,10292016,M,,*GA,94979816330,N137W,B1
2368032,2016,4,254,276,SFR,20557,1,HI,20561,40,2,1,20160413,,,G,O,,M,1976,7112016,M,,LJ,56101146933,601,WT
4741049,2016,4,254,276,NYC,20569,1,MA,20575,19,2,1,20160425,,,G,O,,M,1997,7232016,F,,OZ,59227134133,222,WT
5974385,2016,4,254,276,AGA,20547,1,GU,20551,34,2,1,20160615,,,A,D,,M,1982,5172016,F,3668,KE,41918540728,113,GMT
235326,2016,4,117,117,LOS,20546,1,CA,20553,53,2,1,20160402,,,G,O,,M,1963,6302016,M,,LH,55512901733,452,WT
235947,2016,4,117,117,SEA,20546,1,WA,20553,49,2,1,20160402,,,G,O,,M,1967,6302016,F,,LH,55490818233,490,WT
2305457,2016,4,104,104,SFR,20557,1,CA,20565,42,1,1,20160413,,,G,O,,M,1974,7112016,M,,KL,56089932333,605,WB
2323011,2016,4,130,130,NEW,20557,1,NY,20561,56,2,1,20160413,,,G,O,,M,1960,7112016,M,,SK,56085990733,903,WT
4187631,2016,4,582,582,SNA,20566,1,CA,20626,77,2,1,20160422,MEX,,G,O,,M,1939,10212016,M,,WN,94271764730,1810,B2
3898364,2016,4,251,251,NYC,20565,1,NY,20574,46,2,1,20160421,TLV,,G,O,,M,1970,10202016,F,,LY,94100195930,1,B2
81344,2016,4,263,263,FTL,20545,1,TN,20550,45,2,1,20160401,BNK,,G,O,,M,1971,9302016,F,,QR,92485502130,707,B2
1362272,2016,4,117,689,LOS,20552,1,CA,20554,36,2,1,20160408,,,G,O,,M,1980,7062016,M,,AA,729871185,216,WT
4017499,2016,4,689,689,MIA,20565,1,FL,20575,6,2,1,20160421,BRA,,G,O,,M,2010,10202016,M,,CM,94123799030,226,B2
696029,2016,4,245,245,NYC,20548,1,CT,20585,48,2,1,20160404,SHG,,G,O,,M,1968,10032016,M,,OZ,92724073930,222,B2
510204,2016,4,258,258,CHI,20547,1,IL,,59,2,1,20160403,,,T,,,,1957,10022016,M,,TK,675423085,5,B2
4348794,2016,4,525,525,X96,20567,2,VQ,20665,48,2,1,20160423,SAJ,,G,I,,M,1968,10222016,F,,VES,94354672630,MANAD,B2
1040289,2016,4,251,251,LOS,20550,1,CA,20589,70,2,1,20160406,TLV,,G,I,,M,1946,10052016,M,,SU,92902412230,106,B2
2509310,2016,4,135,135,DUB,20558,1,IL,20565,67,2,1,20160414,,,G,O,,M,1949,7122016,F,,EI,56117600033,123,WT
2209111,2016,4,268,268,SFR,20556,1,MA,20661,26,3,1,20160412,TAI,,G,O,,M,1990,D/S,F,,UA,93329908030,872,F1
1347695,2016,4,105,105,CHI,20552,1,LA,20558,16,2,1,20160408,SOF,,G,O,,M,2000,10072016,M,,AA,93059137530,733,B2
3722852,2016,4,438,438,LOS,20564,1,NV,20571,72,2,1,20160420,,,O,O,,M,1944,7182016,,,QF,56457498233,11,WT
5957963,2016,4,268,268,AGA,20545,1,GU,20549,66,2,1,20160610,,,A,D,,M,1950,5152016,M,3668,CI,34487985824,26,GMT
2735489,2016,4,245,245,PSP,20559,1,CA,20567,5,2,1,20160415,GUZ,,G,O,,M,2011,10142016,F,,CZ,93653970830,327,B2
2051330,2016,4,438,438,DAL,20555,1,FL,20567,31,2,1,20160411,,,O,O,,M,1985,7092016,,,QF,55991897633,7,WT
1046624,2016,4,263,263,LOS,20550,1,TX,20560,55,2,1,20160406,BNK,,G,O,,M,1961,10052016,M,,CX,92884579430,884,B2
5193362,2016,4,690,690,PSP,20571,1,FL,20577,72,2,1,20160427,,,G,O,,M,1944,7252016,F,,AV,59342672733,28,WT
4526006,2016,4,209,209,LOS,20568,1,,20569,32,2,1,20160424,,,G,O,,M,1984,7222016,F,,DL,59215597033,636,WT
5483093,2016,4,209,209,LOS,20573,1,NV,20578,67,2,1,20160429,,,G,O,,M,1949,7272016,M,,JL,59460010633,62,WT
4319371,2016,4,245,245,LOS,20567,1,CA,20574,64,2,1,20160423,,,O,O,,M,1952,10222016,,,MU,94382943530,577,B2
2573307,2016,4,574,518,CLM,20558,1,PR,20562,4,2,1,20160414,,,G,O,,M,2012,10132016,M,,BB,93528340730,4590,B2
4700630,2016,4,135,135,NYC,20569,1,NY,,29,2,1,20160425,,,T,,,,1987,7232016,F,,BA,885033585,117,WT
3661175,2016,4,116,116,LVG,20564,1,FL,20574,33,2,1,20160420,,,O,O,,M,1983,7182016,,,BA,56474291633,207,WT
4210478,2016,4,582,582,LOS,20566,1,CA,20569,58,2,1,20160422,NVL,,G,O,,M,1958,10212016,M,,Y4,94229624630,900,B2
1768810,2016,4,691,691,LOS,20553,1,CA,20604,29,2,1,20160409,BGT,,G,O,,M,1987,10082016,M,,AV,93128340330,522,B2
2751598,2016,4,343,343,LIH,20559,1,NY,20570,31,2,1,20160415,,,O,O,,M,1985,10142016,,,EK,93580257030,203,B2
3669469,2016,4,129,504,WAS,20564,1,NC,20566,40,1,1,20160420,,,O,O,,M,1976,7182016,,,CM,56473561033,304,WB
2013603,2016,4,148,112,DAL,20555,1,TX,20569,54,2,1,20160411,,,G,O,,M,1962,7092016,M,,BA,56007533133,193,WT
4490715,2016,4,123,123,NYC,20568,1,NY,20574,47,2,1,20160424,,,G,O,,M,1969,7222016,M,,KL,59191582133,641,WT
3426228,2016,4,579,579,MIA,20562,1,FL,20568,18,2,1,20160418,MNG,,G,O,,M,1998,10172016,F,,AA,93878665030,994,B2
255177,2016,4,135,135,NYC,20546,1,,20550,52,1,1,20160402,,,O,O,,M,1964,6302016,,,VS,55499129733,43,WB
559860,2016,4,575,575,MIA,20547,1,FL,20552,41,2,1,20160403,SNJ,,G,O,,M,1975,10022016,M,,CM,92669344230,478,B2
4167704,2016,4,576,576,TAM,20566,1,CA,20576,34,2,1,20160422,SNS,,G,O,,M,1982,10212016,F,,AA,94237885630,2294,B2
4668071,2016,4,746,158,WAS,20568,1,VA,20576,58,2,1,20160424,MOS,,G,O,,M,1958,10232016,F,,UA,94447799530,1694,B2
2903779,2016,4,135,135,WAS,20560,1,DC,20613,60,2,1,20160416,,,G,O,,M,1956,7142016,F,,VS,56261210633,21,WT
1216269,2016,4,245,245,CHI,20551,1,NC,20560,52,2,1,20160407,GUZ,,G,O,,M,1964,10062016,M,,AA,92947808330,186,B2
4268549,2016,4,123,123,DEN,20567,1,CO,20580,44,2,1,20160423,,,G,O,,M,1972,7212016,F,,BA,59155121833,219,WT
3140598,2016,4,207,207,PHO,20561,1,WA,20566,40,1,1,20160417,,,O,O,,M,1976,7152016,,,NH,56318177833,178,WB
2938927,2016,4,245,245,NYC,20560,1,FL,20565,45,1,1,20160416,SHG,,G,O,,M,1971,10152016,F,,AA,93733245030,288,B1
287911,2016,4,245,245,SAI,20546,1,MP,20548,45,2,1,20160402,BEJ,,G,R,,M,1971,10012016,M,,*GA,92534473230,B5286,B2
2932211,2016,4,213,213,WAS,20560,3,,20561,44,2,1,20160416,VAC,,Z,K,,M,1972,5202016,F,,,79981817830,LAND,B2
3846710,2016,4,123,123,NYC,20565,1,NY,20570,70,2,1,20160421,,,O,O,,M,1946,7192016,,,CZ,56501939133,399,WT
1540610,2016,4,585,585,NYC,20552,1,NY,20563,37,2,1,20160408,SDO,,G,O,,M,1979,10072016,M,,B6,93010705430,836,B2
1048108,2016,4,272,272,NYC,20550,1,TX,20624,73,2,1,20160406,KWT,,G,O,,M,1943,10052016,F,,KU,92902696430,117,B2
2378019,2016,4,438,438,HHW,20557,1,HI,20568,70,2,1,20160413,,,G,O,,M,1946,7112016,F,,QF,56103001233,3,WT
5662583,2016,4,108,108,NEW,20574,1,NY,20581,55,2,1,20160430,,,G,O,,M,1961,7282016,M,,SK,59570922733,901,WT
5826788,2016,4,582,582,POO,20574,1,NV,20578,19,2,1,20160430,GDL,,G,O,,M,1997,10292016,M,,Y4,94997763830,960,B2
3859552,2016,4,135,135,NYC,20565,1,NV,20582,23,2,1,20160421,,,G,Q,,M,1993,7192016,M,,MT,56524328833,848,WT
969559,2016,4,687,687,MIA,20549,1,FL,20562,71,2,1,20160405,BNS,,G,O,,M,1945,10042016,M,,LA,92785783930,500,B2
3476890,2016,4,690,690,NOL,20562,1,NV,20566,73,1,1,20160418,SNT,,G,O,,M,1943,10172016,M,,UA,93870037330,2065,B1
1421234,2016,4,263,263,MIA,20552,1,NY,20559,50,2,1,20160408,CHN,,G,O,,M,1966,10072016,M,,BR,93071422730,32,B2
48659,2016,4,148,112,LVG,20545,1,NV,20553,35,2,1,20160401,,,G,O,,M,1981,6292016,M,,BA,55463158833,275,WT
3136802,2016,4,148,112,SFR,20561,3,WA,20600,22,2,1,20160417,,,Z,K,,M,1994,7152016,M,,,56323599933,LAND,WT
5450392,2016,4,135,135,FTL,20573,1,FL,20576,24,2,1,20160429,,,G,O,,M,1992,7272016,M,,NK,59495503033,270,WT
61611,2016,4,213,213,NYC,20545,1,TX,20572,35,1,1,20160401,,,O,O,,M,1981,9302016,,,QR,92486259330,701,B1
2737342,2016,4,245,245,WPB,20559,1,HI,20569,8,2,1,20160415,SHG,,G,O,,M,2008,10142016,F,,JL,93623449430,794,B2
445587,2016,4,114,127,LOS,20547,1,CA,20557,27,2,1,20160403,,,G,O,,M,1989,7012016,F,,KL,55574134033,601,WT
1983761,2016,4,111,111,NYC,20555,1,CO,20558,41,1,1,20160411,,,O,O,,M,1975,7092016,,,AF,55999160333,6,WB
45531,2016,4,140,140,CHI,20545,1,IL,20549,56,2,1,20160401,,,O,O,,M,1960,6292016,,,KL,55430626233,611,WT
6019883,2016,4,180,135,LOS,20559,2,HI,20563,65,2,1,20160628,,,A,D,,M,1951,7142016,M,3517,,76988145821,,WT
5250382,2016,4,148,112,LOS,20572,1,CA,20577,49,1,1,20160428,,,K,O,,M,1967,7262016,M,,AM,59399945033,2200,WB
2487808,2016,4,111,111,MIA,20558,1,AL,20576,67,2,1,20160414,,,G,O,,M,1949,7122016,F,,AF,56156579533,90,WT
4498036,2016,4,130,130,WAS,20568,1,MD,20572,39,1,1,20160424,,,G,O,,M,1977,7222016,F,,SK,59193281733,925,WB
2572103,2016,4,526,526,CHI,20558,1,FL,20561,55,2,1,20160414,KNG,,G,O,,M,1961,10132016,F,,KX,93545325630,106,B2
1864244,2016,4,438,438,LOS,20554,1,CA,20569,11,2,1,20160410,,,G,O,,M,2005,7082016,M,,QF,55952505733,17,WT
2326063,2016,4,133,264,NYC,20557,1,NJ,20577,71,2,1,20160413,IST,,G,O,,M,1945,10122016,F,,TK,93455066030,11,B2
5927858,2016,4,438,438,HHW,20567,2,,,88,2,1,20160520,,,A,W,,M,1928,7212016,M,,,2984306627,,WT
4178297,2016,4,582,582,PHO,20566,1,TX,20569,73,2,1,20160422,GDL,,G,O,,M,1943,10182016,M,,UA,94225906630,5623,B2
3861001,2016,4,135,135,LOS,20565,1,NY,20571,18,2,1,20160421,,,G,O,,M,1998,7192016,F,,VS,56509364133,3,WT
4013399,2016,4,603,603,NYC,20565,1,NE,20582,36,2,1,20160421,GEO,,G,N,,M,1980,10202016,F,,B6,94176086730,950,B2
4098212,2016,4,245,245,SFR,20566,1,CA,20570,73,2,1,20160422,GUZ,,G,I,,M,1943,10202016,F,,CI,94185600830,4,B2
4338665,2016,4,332,332,NYC,20567,1,CA,20590,32,1,1,20160423,,,O,O,,M,1984,10222016,,,AT,94367328030,200,B1
5514177,2016,4,343,343,HOU,20573,1,TX,,3,3,1,20160429,ABU,,G,,,,2013,D/S,M,,EK,94889940930,211,F2
3898900,2016,4,251,251,NIA,20565,3,,20585,65,2,1,20160421,TLV,,Z,N,,M,1951,7172016,F,,,85827056430,189,B2
3552753,2016,4,438,438,BLA,20563,3,WA,,24,2,1,20160419,,,Z,,,,1992,7172016,M,,,17393330327,LAND,WT
1782513,2016,4,111,111,NYC,20554,1,NY,20561,72,2,1,20160410,,,G,O,,M,1944,7082016,M,,AA,55951527633,105,WT
1376054,2016,4,135,135,NYC,20552,1,NY,20556,68,2,1,20160408,,,G,O,,M,1948,7062016,M,,VS,55824094433,45,WT
5097840,2016,4,514,514,MIA,20571,1,MD,20641,35,2,1,20160427,KNG,,G,O,,M,1981,10262016,M,,AA,94692106830,958,B2
3726176,2016,4,513,513,MIA,20564,1,GA,20570,55,2,1,20160420,BGN,,G,O,,M,1961,10192016,M,,AA,94029008430,2572,B2
1863656,2016,4,438,438,LOS,20554,1,AZ,20560,45,2,1,20160410,,,T,O,,M,1971,10092016,M,,QF,762960085,15,B2
1776348,2016,4,104,104,DAL,20554,1,TX,20559,31,1,1,20160410,,,G,O,,M,1985,7082016,M,,AA,55928373533,51,WB
5696484,2016,4,135,135,NYC,20574,1,NE,20578,30,2,1,20160430,,,G,O,,M,1986,7282016,F,,VS,59535085633,111,WT
3813900,2016,4,687,687,MIA,20564,1,FL,20567,46,2,1,20160420,BNS,,G,O,,M,1970,10192016,F,,4M,94019302830,4520,B2
229043,2016,4,111,111,LOS,20546,1,NV,20560,64,2,1,20160402,,,G,O,,M,1952,6302016,M,,KL,55489091233,601,WT
2137931,2016,4,687,687,MIA,20555,1,FL,20565,4,2,1,20160411,BNS,,G,O,,M,2012,10102016,M,,AR,93250649330,1302,B2
2908117,2016,4,135,135,MIA,20560,1,FL,20567,51,2,1,20160416,,,G,O,,M,1965,7142016,F,,VS,56273219933,5,WT
1803491,2016,4,135,135,ATL,20554,1,IL,20561,40,1,1,20160410,,,O,O,,M,1976,7082016,,,VS,55921356433,103,WB
4494327,2016,4,124,124,NYC,20568,1,NY,20575,38,2,1,20160424,,,G,O,,M,1978,7222016,F,,DY,59216739133,7001,WT
1143832,2016,4,689,689,MIA,20550,1,MA,20560,33,2,1,20160406,RCF,,G,O,,M,1983,10052016,F,,AA,92852755530,274,B2
4267184,2016,4,117,129,NYC,20567,1,NY,20586,44,2,1,20160423,,,T,N,,M,1972,7212016,F,,AA,878540885,95,WT
1026490,2016,4,209,209,DET,20550,1,HI,20558,66,2,1,20160406,,,G,O,,M,1950,7042016,F,,JL,55705934233,786,WT
4487041,2016,4,117,117,LOS,20568,1,CA,20579,67,2,1,20160424,,,G,O,,M,1949,7222016,M,,BA,59198401233,283,WT
1339481,2016,4,691,691,NYC,20551,1,NY,20576,71,2,1,20160407,,,O,O,,M,1945,10062016,,,AV,92922384630,20,B2
5693192,2016,4,135,135,ATL,20574,1,FL,20579,52,2,1,20160430,,,G,O,,M,1964,7282016,F,,VS,59541673733,109,WT
3886754,2016,4,213,213,CHI,20565,1,IL,,78,2,1,20160421,HYD,,G,,,,1938,10202016,M,,AI,94111066630,127,B2
1002291,2016,4,131,131,NEW,20550,1,NY,20565,15,2,1,20160406,,,G,O,,M,2001,7042016,M,,LX,55735467433,18,WT
3905922,2016,4,268,268,HOU,20565,3,,20567,59,2,1,20160421,TAI,,Z,I,,M,1957,8172016,M,,,88480470030,66,B2
1991822,2016,4,124,124,NEW,20555,1,LA,20566,63,2,1,20160411,,,G,O,,M,1953,7092016,F,,SK,55982370733,907,WT
1046737,2016,4,263,263,PBB,20550,3,CA,20559,57,2,1,20160406,BNK,,Z,O,,M,1959,9302016,F,,,92516646930,28,B2
3085571,2016,4,111,111,ATL,20561,1,CA,20563,32,1,1,20160417,,,G,I,,M,1984,7152016,F,,AF,56346084833,688,WB
2011700,2016,4,135,135,LOS,20555,1,CA,20572,64,2,1,20160411,,,O,O,,M,1952,7092016,,,BA,55999718633,283,WT
1173719,2016,4,130,130,NEW,20551,1,NY,20554,27,2,1,20160407,,,G,O,,M,1989,7052016,F,,SK,55781109133,903,WT
715185,2016,4,516,516,ORL,20548,1,FL,20552,83,2,1,20160404,PTS,,G,O,,M,1933,10032016,M,,BW,92728314330,482,B2
5963414,2016,4,245,245,SAI,20553,1,,20555,44,2,1,20160615,,,P,D,,M,1972,4192016,F,3895,3U,41648214933,8645,CP
2652805,2016,4,689,689,ATL,20558,1,FL,,35,2,1,20160414,RDJ,,G,,,,1981,10132016,M,,DL,93472711930,60,B2
1858517,2016,4,268,268,SFR,20554,1,CA,20641,25,2,1,20160410,,,G,Q,,M,1991,7082016,F,,UA,55910985233,872,WT
6057910,2016,4,252,209,AGA,20574,1,GU,20578,49,2,1,20160801,,,A,D,,M,1967,6132016,M,3940,UA,47676403733,827,GMT
5980604,2016,4,254,276,CHI,20553,1,GU,20557,28,2,1,20160615,,,A,L,,M,1988,5232016,M,3954,7C,0,3102,GMT
5653283,2016,4,692,692,MIA,20573,1,FL,20587,62,2,1,20160429,GYQ,,G,O,,M,1954,10282016,F,,AA,94864205430,948,B2
4697112,2016,4,135,135,NEW,20569,1,CA,20581,66,2,1,20160425,,,G,O,,M,1950,7232016,M,,UA,59227923433,80,WT
4116633,2016,4,438,438,SFR,20566,1,CA,20583,24,2,1,20160422,,,G,O,,M,1992,7202016,M,,QF,56570480133,73,WT
685207,2016,4,209,209,LOS,20548,1,FL,20554,20,2,1,20160404,,,G,O,,M,1996,7022016,F,,DL,55603359233,284,WT
2053904,2016,4,438,438,LOS,20555,1,NY,20569,52,2,1,20160411,,,G,O,,M,1964,7092016,M,,QF,55972545933,11,WT
5243784,2016,4,135,135,SFR,20572,1,SW,20574,53,1,1,20160428,,,K,R,,M,1963,10282016,M,,VS,94789081930,0019C,B1
3886516,2016,4,213,213,HOU,20565,1,TX,20619,56,2,1,20160421,HYD,,G,O,,M,1960,10202016,M,,QR,94161326530,713,B2
5074129,2016,4,245,245,NEW,20571,1,IN,20591,52,2,1,20160427,BEJ,,G,O,,M,1964,10262016,M,,UA,94688582130,88,B2
4082575,2016,4,209,209,HHW,20566,1,HI,20569,73,2,1,20160422,,,G,O,,M,1943,7202016,M,,HA,59087676133,458,WT
1851628,2016,4,254,276,HHW,20554,1,HI,20558,32,2,1,20160410,,,G,O,,M,1984,7082016,M,,KE,55944999033,53,WT
3110964,2016,4,129,691,FTL,20560,1,FL,20563,33,2,1,20160417,,,G,O,,M,1983,7152016,F,,NK,56294488333,400,WT
5891340,2016,4,690,690,MIA,20574,1,FL,20654,65,2,1,20160430,,,G,K,,M,1951,7282016,F,,CM,59532942433,226,WT
1553590,2016,4,692,692,MIA,20551,1,FL,20555,72,2,1,20160408,,,G,O,,M,1944,10062016,F,,AA,93000856830,902,B2
1577711,2016,4,117,131,NYC,20553,1,NY,20560,18,2,1,20160409,,,G,O,,M,1998,7072016,F,,AB,55858473033,7450,WT
867033,2016,4,218,218,LOS,20549,1,NV,20559,52,2,1,20160405,NCS,,G,O,,M,1964,10042016,M,,BA,92824495630,283,B2
